Order_ID,Date,Customer_ID,Channel,Items,Qty,Price_Per_Unit,GST_Percent,Total_Value,Payment_Status,Delivery_Status,Delivery_Method,Tracking_ID,Invoice_Link,Notes
ORD-0146,2025-10-25,CUST-0001,WhatsApp,"Almond 25g x11, Peanut 25g x7, Lemon 25g x3, Orange 25g x5",26,130.0,0,3380.0,Paid,Delivered,Self,,Green Health Summit,
ORD-0147,2025-11-03,CUST-0001,WhatsApp,"Box x1, Peanut 25g x1",2,350.0,0,500.0,Paid,Delivered,Self,,103-GūD-2025-Alan,Gpay
ORD-0148,2025-11-15,CUST-0001,WhatsApp,"Almond 25g x10, Peanut 25g x10, Lemon 25g x5, Orange 25g x5",30,130.0,0,3900.0,Paid,Delivered,Self,,104-GūD-2025-Watermark,Received on 16 Dec 2025 Rs. 33900
ORD-0149,2025-11-18,CUST-0001,WhatsApp,"Almond 25g x10, Peanut 25g x10, Lemon 25g x5, Orange 25g x5",30,100.0,0,3000.0,Partial,Shipped,Self,,105-GūD-2025-Horgstore,Received on 16 Jan 2026 as Rs 3500
ORD-0150,2025-11-18,CUST-0001,WhatsApp,"Almond 25g x5, Peanut 25g x5, Lemon 25g x5, Orange 25g x5",20,120.0,0,2400.0,Partial,Shipped,Self,,106-GūD-2025-Welmont,
ORD-0151,2025-11-19,CUST-0001,WhatsApp,"Lemon 25g x6, Orange 25g x9",15,97.0,0,1455.0,Paid,Delivered,Self,,107-GūD-2025-Nihara,Payment received on 1 Jan 2026 Amount : 7954
ORD-0152,2025-11-22,CUST-0001,WhatsApp,"Box x6, Peanut 25g x4",10,350.0,0,2620.0,Paid,Delivered,Self,,108-GūD-2025-Resmi,Received as three payments on 24 Nov 2025
ORD-0153,2025-11-23,CUST-0001,WhatsApp,"Almond 25g x10, Peanut 25g x10, Lemon 25g x10",30,120.0,0,3600.0,Paid,Delivered,Self,,109-GūD-2025-GVQ,Received on 11 Jan HB Current acc
ORD-0154,2025-11-23,CUST-0001,WhatsApp,"Almond 25g x10, Peanut 25g x10, Orange 25g x10",30,120.0,0,3600.0,Paid,Delivered,Self,,109A-GūD-2025-GVQ,Received on 11 Jan HB Current acc
ORD-0155,2025-11-26,CUST-0001,WhatsApp,Almond 25g x25,25,150.0,0,3750.0,Paid,Delivered,Self,,110-GūD-2024-Tintu,Received on 2 Dec 2025 Rs 3750
ORD-0156,2025-11-29,CUST-0001,WhatsApp,Orange 25g x200,200,150.0,0,30000.0,Paid,Delivered,Self,,111-GūD-2025-Watermark,Received on 16 Dec 2025 Rs. 33900
ORD-0157,2025-12-23,CUST-0001,WhatsApp,"Almond 25g x20, Peanut 25g x20",40,100.0,0,4000.0,Partial,Shipped,Self,,112-GūD-2025-Rochas,
ORD-0158,2025-12-26,CUST-0001,WhatsApp,"Almond 25g x20, Peanut 25g x20, Lemon 25g x1",41,110.0,0,4510.0,Paid,Delivered,Self,,113-GūD-2025-WS,Received on 20 May 2026
ORD-0159,2025-12-23,CUST-0001,WhatsApp,Box/Bar Assorted,,,0,1600.0,Partial,Shipped,Self,,114-GūD-2025-Rochas,Cocoa Powder - 1 kg
ORD-0160,2025-12-08,CUST-0042,WhatsApp,"Almond 8g x200, Peanut 8g x100, Orange 8g x200, Lemon 8g x100",600,,0,24000.0,Paid,Delivered,Self,,Invoice-1101-GUD-2025-Elvin,Amount Received on 4 Jan 2026
ORD-0161,2025-12-23,CUST-0043,Store A,"Orange 25g x20, Lemon 25g x13",33,100.0,5,3300.0,Paid,Delivered,Self,,Invoice-1102-GUD-2025-Rochas,Bank details shared Revised bill requested
ORD-0162,2025-12-23,CUST-0044,WhatsApp,"Almond 25g x20, Peanut 25g x20, Orange 25g x20, Lemon 25g x20",80,97.0,5,7760.0,Paid,Delivered,Self,,Invoice-1103-GUD-2025-Nihara,Received amount 14 Feb 2026 including GST
ORD-0163,2025-12-24,CUST-0045,BNI,"6pc Box x3, 8pc Box x3",6,350.0,5,2400.0,Paid,Delivered,Self,,Invoice-1104-GUD-2025-Vinod,
ORD-0164,2025-12-24,CUST-0045,BNI,6pc Box x4,4,350.0,0,1400.0,Paid,Delivered,Self,,Invoice-1105-GUD-2025-Jayagopan,Amount Received on 8 Jan 2026
ORD-0165,2025-12-26,CUST-0046,Corporate,"Orange 25g x20, Lemon 25g x19",39,110.0,0,4290.0,Paid,Delivered,Self,,Invoice-1106-GUD-2025-WS,Received on 20 May 2026
ORD-0166,2025-12-26,CUST-0047,WhatsApp,8pc Box x10,10,450.0,0,4500.0,Paid,Delivered,Self,,Invoice-1107-GUD-2025-Sunitha,Amount received on 18 March 2026
ORD-0167,2026-01-01,CUST-0041,WhatsApp,8pc Box x20,20,450.0,0,9000.0,Pending,Pending,Self,,Invoice-1108-GUD-2026-Naveen,Bindu to receive
ORD-0168,2026-01-07,CUST-0044,WhatsApp,"Almond 25g x20, Peanut 25g x20, Orange 25g x20, Lemon 25g x20",80,97.0,5,7760.0,Paid,Delivered,Self,,Invoice-1109-GUD-2026-Nihara,Received amount 14 Feb 2026 including GST
ORD-0169,2026-01-10,CUST-0048,Store A,"Almond 25g x5, Peanut 25g x5, Orange 25g x5, Lemon 25g x5",20,120.0,5,2400.0,Pending,Delivered,Self,,Invoice-1110-GUD-2026-GVQ,
ORD-0170,2026-01-27,CUST-0049,Corporate,"6pc Box x1, 8pc Box x1",2,,5,3000.0,Paid,Delivered,Self,,Invoice-1111-GUD-2026-Prevalent,Received amount on 2 Feb 2026
ORD-0171,2026-01-27,CUST-0050,WhatsApp,8pc Box x4,4,475.0,0,1900.0,Paid,Delivered,Self,,Invoice-1112-GUD-2026-Kannan,Amount received on 26 Jan
ORD-0172,2026-02-12,CUST-0033,WhatsApp,"6pc Box x10, 8pc Box x10, Almond 25g x5, Peanut 25g x5",30,100.0,5,8000.0,Pending,Pending,Self,,Invoice-1113-GUD-2025-Arun,
ORD-0173,2026-02-18,CUST-0048,Store A,"Almond 25g x10, Peanut 25g x10, Orange 25g x1, Lemon 25g x1",22,120.0,5,2640.0,Pending,Delivered,Self,,Invoice-1114-GUD-2025-GVQ,
ORD-0174,2026-03-09,CUST-0048,Store A,"Almond 25g x20, Peanut 25g x20",40,120.0,5,4800.0,Pending,Delivered,Self,,Invoice-1115-GUD-2025-GVQ,
ORD-0175,2026-03-16,CUST-0048,Store A,"Almond 25g x15, Peanut 25g x15, Orange 25g x10, Lemon 25g x10, Mocha 25g x5, Jackfruit 25g x5",60,120.0,5,7200.0,Pending,Delivered,Self,,Invoice-1116-GUD-2025-GVQ,
ORD-0176,2026-03-24,CUST-0051,Corporate,Assorted,,,5,6000.0,Pending,Pending,Self,,Invoice-1117-GUD-2025-PrevalentAI,
ORD-0177,2026-03-25,CUST-0052,Corporate,"Almond 8g x100, Peanut 8g x100",200,,5,7000.0,Paid,Delivered,Self,,Invoice-1118-GUD-2025-WellGenome,Amount received on 30 Apr 2026
ORD-0178,2026-03-24,CUST-0053,WhatsApp,Assorted,,,5,13770.0,Paid,Delivered,Self,,Invoice-1119-GUD-2025-Recca,Exhibition Recca Fest
ORD-0179,2026-03-21,CUST-0054,WhatsApp,"8pc Box x15, Mocha 25g x2, Jackfruit 25g x2",19,130.0,5,7645.0,Paid,Delivered,Self,,Invoice-1120-GUD-2025-Sam,Amount received on 21 March 2026
ORD-0180,2026-03-18,CUST-0044,WhatsApp,"Almond 25g x20, Peanut 25g x15, Orange 25g x15",50,97.0,5,4850.0,Paid,Delivered,Self,,Invoice-1121-GUD-2025-Nihara,Received amount 1 Apr 2026 Including GST
ORD-0181,2026-03-29,CUST-0055,Event,"6pc Box x2, 8pc Box x3, Almond 25g x3, Peanut 25g x1, Orange 25g x5, Lemon 25g x5, Mocha 25g x3, Sea Salt 25g x10, Jackfruit 25g x9",41,126.4,5,6600.4,Paid,Delivered,Self,,Invoice-1122-GUD-2025-Kulam Fest,Cash to be deposited for kulam 2980
ORD-0182,2026-04-05,CUST-0056,WhatsApp,6pc Box x6,6,300.0,5,1800.0,Paid,Delivered,Self,,Invoice-1123-GUD-2026- Priyanka,Amount received on 5 April 2026
ORD-0183,2026-04-06,CUST-0057,WhatsApp,"Almond 25g x2, Peanut 25g x2, Orange 25g x2, Lemon 25g x2, Mocha 25g x2, Sea Salt 25g x2, Jackfruit 25g x2",14,120.0,5,1680.0,Paid,Delivered,Self,,Invoice-1124-GUD-2026- Nidhish,
ORD-0184,2026-04-13,CUST-0058,WhatsApp,"Mocha 25g x5, Sea Salt 25g x5, Jackfruit 25g x5",15,127.0,5,1905.0,Paid,Delivered,Self,,Invoice-1125-GUD-2026- Tina,Cash
ORD-0185,2026-04-16,CUST-0044,WhatsApp,"Almond 25g x20, Peanut 25g x20, Orange 25g x20, Lemon 25g x20",80,97.0,5,7760.0,Paid,Delivered,Self,,Invoice-1126-GUD-2026-Nihara,Received on 23 May 2026
ORD-0186,2026-04-18,CUST-0059,WhatsApp,"Almond 25g x2, Lemon 25g x4, Sea Salt 25g x2, Jackfruit 25g x2",10,142.86,5,1428.57,Paid,Delivered,Self,,Invoice-1127-GUD-2026-Hiba,Amount Received on 17 April 2026
ORD-0187,2026-04-11,CUST-0060,Event,Assorted,,,5,14819.05,Paid,Delivered,Self,,Invoice-1128-GUD-2025-Kimchi Fest,gpay 12850; Cash 2710
ORD-0188,2026-04-21,CUST-0061,WhatsApp,"Almond 25g x1, Orange 25g x1, Sea Salt 25g x1, Jackfruit 25g x1",4,123.81,5,495.24,Paid,Delivered,Self,,Invoice-1129-GUD-2026-Sahana,Received on 17 July 2026
ORD-0189,2026-05-02,CUST-0048,Store A,"Almond 25g x15, Peanut 25g x15, Orange 25g x10, Lemon 25g x5, Mocha 25g x5, Sea Salt 25g x5, Jackfruit 25g x5",60,114.29,5,6857.14,Pending,Pending,Self,,Invoice-1130-GUD-2026-GVQ,
ORD-0190,2026-05-06,CUST-0062,WhatsApp,"8pc Box x1, Mocha 25g x1, Sea Salt 25g x1, Jackfruit 25g x1",4,123.81,5,800.0,Paid,Delivered,Self,,Invoice-1131-GUD-2026-Vignesh,Payment received on 30 May 2026
ORD-0191,2026-05-07,CUST-0063,WhatsApp,"8pc Box x2, Mocha 25g x1, Sea Salt 25g x1, Jackfruit 25g x1",5,123.81,5,1180.95,Paid,Delivered,Self,,Invoice-1132-GUD-2026-Anand,Received on 16 June
ORD-0192,2026-05-16,CUST-0044,WhatsApp,"Almond 25g x15, Peanut 25g x20, Orange 25g x20, Lemon 25g x20",75,97.0,5,7275.0,Pending,Delivered,Self,,Invoice-1133-GUD-2026-Nihara,
ORD-0193,2026-05-27,CUST-0033,WhatsApp,"Almond 25g x5, Peanut 25g x5, Orange 25g x2, Lemon 25g x5, Mocha 25g x5, Sea Salt 25g x2, Jackfruit 25g x5",29,100.0,5,2900.0,Pending,Delivered,Self,,Invoice-1134-GUD-2025-Arun,
ORD-0194,2026-05-29,CUST-0064,Event,"Almond 25g x4, Orange 25g x6, Mocha 25g x3, Sea Salt 25g x1, Jackfruit 25g x2",16,142.86,5,2285.71,Pending,Delivered,Self,,Invoice-1135-GUD-2026-Nemcon,
ORD-0195,2026-05-30,CUST-0064,Event,"Almond 25g x9, Peanut 25g x3, Orange 25g x10, Lemon 25g x3, Mocha 25g x6, Sea Salt 25g x4, Jackfruit 25g x6",41,138.44,5,5676.19,Pending,Delivered,Self,,Invoice-1136-GUD-2026-Nemcon,
ORD-0196,2026-05-30,CUST-0045,BNI,"8pc Box x4, Almond 25g x8, Peanut 25g x7, Orange 25g x10, Lemon 25g x2, Mocha 25g x7, Sea Salt 25g x6, Jackfruit 25g x8",52,127.98,5,7904.76,Pending,Delivered,Self,,Invoice-1137-GUD-2026-BNI,
ORD-0197,2026-05-31,CUST-0064,Event,"Almond 25g x2, Peanut 25g x6, Orange 25g x7, Lemon 25g x4, Mocha 25g x5, Sea Salt 25g x6, Jackfruit 25g x4",34,141.18,5,4800.0,Pending,Delivered,Self,,Invoice-1138-GUD-2026-Nemcon,
ORD-0198,2026-06-03,CUST-0045,BNI,"Almond 25g x2, Orange 25g x3, Lemon 25g x3, Mocha 25g x2, Sea Salt 25g x2, Jackfruit 25g x5",17,105.32,5,1790.48,Pending,Delivered,Self,,Invoice-1139-GUD-2026-BNI,
ORD-0199,2026-06-04,CUST-0065,Store A,"Almond 25g x5, Peanut 25g x5, Orange 25g x5, Lemon 25g x5, Mocha 25g x5, Sea Salt 25g x5, Jackfruit 25g x5",35,100.0,5,3500.0,Pending,Delivered,Self,,Invoice-1140-GUD-2026-HorgStore,
ORD-0200,2026-06-04,CUST-0066,WhatsApp,"Almond 25g x3, Peanut 25g x2, Orange 25g x2, Mocha 25g x1, Sea Salt 25g x1, Jackfruit 25g x3",12,123.81,5,1485.71,Pending,Delivered,Self,,Invoice-1141-GUD-2026-Sreeranjini,
ORD-0201,2026-06-05,CUST-0067,WhatsApp,"6pc Box x1, 8pc Box x1, Orange 25g x1, Lemon 25g x1, Sea Salt 25g x1, Jackfruit 25g x1",6,,5,2380.95,Pending,Delivered,Self,,Invoice-1142-GUD-2026-Raghulal,
ORD-0202,2026-06-12,CUST-0068,WhatsApp,8pc Box x7,7,428.57,5,3000.0,Paid,Delivered,Self,,Invoice-1143-GUD-2026-Sivanandan,3000 as cash deposited on 1 july
ORD-0203,2026-07-01,CUST-0048,Store A,"Almond 25g x10, Orange 25g x5, Lemon 25g x5, Sea Salt 25g x5, Jackfruit 25g x5",30,120.0,5,3600.0,Pending,Delivered,Self,,Invoice-1144-GUD-2026-GVQ,
ORD-0204,,CUST-0069,WhatsApp,Assorted,,,5,,Pending,Delivered,Self,,Invoice-1145-GUD-2026-Dietado,
ORD-0205,,CUST-0070,Corporate,Assorted,,,0,,Pending,Delivered,Self,,Invoice-1146-GUD-2026-Prevalent AI,
ORD-0206,2026-07-25,CUST-0010,WhatsApp,"6pc Box x1, Jackfruit 25g x4",5,123.81,5,852.38,Paid,Delivered,Self,,Invoice-1147-GUD-2026-Krishnanath Venkataraman,
ORD-0207,2026-07-27,CUST-0044,WhatsApp,"Almond 25g x20, Orange 25g x20, Sea Salt 25g x20, Jackfruit 25g x29",89,97.0,5,8633.0,Pending,Pending,Self,,Invoice-1148-GUD-2026-Nihara,Includes credit for returned items
ORD-0208,2026-07-28,CUST-0071,WhatsApp,"Almond 25g x1, Orange 25g x1, Mocha 25g x1, Sea Salt 25g x1",4,123.81,5,495.24,Paid,Delivered,Self,,Invoice-1149-GUD-2026-salvin,need to pay for courier of 71 rs
ORD-0209,2026-07-28,CUST-0072,WhatsApp,"Almond 25g x20, Jackfruit 25g x10",30,133.33,5,4000.0,Pending,Delivered,Self,,Invoice-1150-GUD-2026-Tintu Ravindran,need to pay for courier of 71 rs
ORD-0210,2026-07-29,CUST-0073,WhatsApp,"Almond 25g x1, Peanut 25g x1, Orange 25g x1, Lemon 25g x1, Mocha 25g x1, Sea Salt 25g x1",6,123.81,5,742.86,Paid,Delivered,Self,,Invoice-1151-GUD-2026-Maijin,
ORD-0211,2026-07-29,CUST-0048,Store A,"Almond 25g x10, Peanut 25g x10, Orange 25g x10, Lemon 25g x5, Mocha 25g x10, Sea Salt 25g x10, Jackfruit 25g x10",65,114.29,5,7428.57,Pending,Delivered,Self,,Invoice-1152-GUD-2026-GVQ,"Discount: 180, Total Receivable: 7620"
